id_exam,id_reactiv,num_reac_a,num_reac_b,num_reac_c,num_reac_d,rc,i_ancla,i_elim,id_area,area,id_subarea,subarea,id_especf,especf,id_estimul,nr_especf,id_taxo,nvl_taxo,p_rc,rpbis_rc,rpbis_op1,rpbis_op2,rpbis_op3,rpbis_op4,p_rce,rpbis_rce,rpbis_op1e,rpbis_op2e,rpbis_op3e,rpbis_op4e
O_333318a,O_33332043,55,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_002,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,23895,"A PARTIR DE UNA SITUACI”N DE REZAGO O REPROBACI”N IDENTIFICADA EN LA RUTA DE MEJORA POR EL JEFE DE ENSE—ANZA, ELEGIR LA SOLUCI”N FUNDAMENTADA EN LA AUTONOMÕA DE GESTI”N DEL CONSEJO T…CNICO ESCOLAR",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331387,56,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_002,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,23896,"A PARTIR DE UNA SITUACI”N PROBLEM¡TICA DE LAS PRIORIDADES EDUCATIVAS DETECTADA POR LA JEFATURA DE ENSE—ANZA, IDENTIFICAR ESTRATEGIAS QUE IMPULSEN LA AUTONOMÕA DE GESTI”N DESDE LA RUTA DE MEJORA, LOS CONSEJOS T…CNICOS O EL LIDERAZGO DEL DIRECTOR ESCOLAR",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331815,57,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_002,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,23896,"A PARTIR DE UNA SITUACI”N PROBLEM¡TICA DE LAS PRIORIDADES EDUCATIVAS DETECTADA POR LA JEFATURA DE ENSE—ANZA, IDENTIFICAR ESTRATEGIAS QUE IMPULSEN LA AUTONOMÕA DE GESTI”N DESDE LA RUTA DE MEJORA, LOS CONSEJOS T…CNICOS O EL LIDERAZGO DEL DIRECTOR ESCOLAR",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333482,58,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_002,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,23897,"A PARTIR DE UNA SERIE DE PROPUESTAS DE LA JEFATURA DE ENSE—ANZA PARA FORTALECER EL DESARROLLO PROFESIONAL DOCENTE, IDENTIFICAR AQUELLAS EN LAS QUE SE PROMUEVE LA AUTONOMÕA DE GESTI”N",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333826,59,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_002,AUTONOMÕA DE LA GESTI”N DE LA ESCUELA,23897,"A PARTIR DE UNA SERIE DE PROPUESTAS DE LA JEFATURA DE ENSE—ANZA PARA FORTALECER EL DESARROLLO PROFESIONAL DOCENTE, IDENTIFICAR AQUELLAS EN LAS QUE SE PROMUEVE LA AUTONOMÕA DE GESTI”N",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333533,60,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23898,"A PARTIR DE ACCIONES QUE REALIZAN LOS JEFES DE ENSE—ANZA, IDENTIFICAR LAS ESTRATEGIAS QUE PERMITAN DIAGNOSTICAR LAS NECESIDADES DE LOS MAESTROS PARA MEJORAR LOS RESULTADO DE LOS ALUMNOS",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333729,61,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23898,"A PARTIR DE ACCIONES QUE REALIZAN LOS JEFES DE ENSE—ANZA, IDENTIFICAR LAS ESTRATEGIAS QUE PERMITAN DIAGNOSTICAR LAS NECESIDADES DE LOS MAESTROS PARA MEJORAR LOS RESULTADO DE LOS ALUMNOS",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331070,62,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",52015,"A PARTIR DE UNA SITUACI”N DE CLASE, IDENTIFICAR LA ESTRATEGIA PARA EL DIAGN”STICO DE LOS APRENDIZAJES DESARROLLADOS POR LOS ALUMNOS EN LA ASIGNATURA",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331389,63,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",52015,"A PARTIR DE UNA SITUACI”N DE CLASE, IDENTIFICAR LA ESTRATEGIA PARA EL DIAGN”STICO DE LOS APRENDIZAJES DESARROLLADOS POR LOS ALUMNOS EN LA ASIGNATURA",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331505,64,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",52015,"A PARTIR DE UNA SITUACI”N DE CLASE, IDENTIFICAR LA ESTRATEGIA PARA EL DIAGN”STICO DE LOS APRENDIZAJES DESARROLLADOS POR LOS ALUMNOS EN LA ASIGNATURA",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333954,65,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23900,"A PARTIR DE LAS NECESIDADES DETECTADAS EN UNA ASIGNATURA, IDENTIFICAR LAS ACTIVIDADES QUE PERMITAN ORGANIZAR O PRIORIZAR ACCIONES DE ATENCI”N A MAESTROS POR EL JEFE DE ENSE—ANZA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33332133,66,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23900,"A PARTIR DE LAS NECESIDADES DETECTADAS EN UNA ASIGNATURA, IDENTIFICAR LAS ACTIVIDADES QUE PERMITAN ORGANIZAR O PRIORIZAR ACCIONES DE ATENCI”N A MAESTROS POR EL JEFE DE ENSE—ANZA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333834,67,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23901,"A PARTIR DE LAS NECESIDADES DID¡CTICAS DETECTADAS EN UNA ASIGNATURA, IDENTIFICAR LOS ELEMENTOS (PLANEACI”N, DESARROLLO, SEGUIMIENTO, EVALUACI”N) PARA LA FORMULACI”N DE UN PLAN DE TRABAJO",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333487,68,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23901,"A PARTIR DE LAS NECESIDADES DID¡CTICAS DETECTADAS EN UNA ASIGNATURA, IDENTIFICAR LOS ELEMENTOS (PLANEACI”N, DESARROLLO, SEGUIMIENTO, EVALUACI”N) PARA LA FORMULACI”N DE UN PLAN DE TRABAJO",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333490,69,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23902,"A PARTIR DE NECESIDADES DETECTADAS EN LA ENSE—ANZA, ELEGIR LAS ACCIONES DEL JEFE DE ENSE—ANZA QUE AYUDEN A MEJORAR EL DESEMPE—O DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331281,70,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23902,"A PARTIR DE NECESIDADES DETECTADAS EN LA ENSE—ANZA, ELEGIR LAS ACCIONES DEL JEFE DE ENSE—ANZA QUE AYUDEN A MEJORAR EL DESEMPE—O DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333491,71,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23903,"A PARTIR DE LAS FUNCIONES DEL JEFE DE ENSE—ANZA, SELECCIONAR LAS QUE PROPICIEN LA MEJORA DE LA ENSE—ANZA",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331203,72,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23903,"A PARTIR DE LAS FUNCIONES DEL JEFE DE ENSE—ANZA, SELECCIONAR LAS QUE PROPICIEN LA MEJORA DE LA ENSE—ANZA",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333492,73,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23904,"A PARTIR DE ACTIVIDADES DEL PLAN DE TRABAJO DEL JEFE DE ENSE—ANZA, IDENTIFICAR LAS ESTRATEGIAS DE SEGUIMIENTO AL TRABAJO DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333596,74,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23904,"A PARTIR DE ACTIVIDADES DEL PLAN DE TRABAJO DEL JEFE DE ENSE—ANZA, IDENTIFICAR LAS ESTRATEGIAS DE SEGUIMIENTO AL TRABAJO DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333444,75,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23905,"A PARTIR DE UNA PROBLEM¡TICA DE APRENDIZAJE EN LA ASIGNATURA, SELECCIONAR LAS ESTRATEGIAS QUE LE PERMITAN AL JEFE DE ENSE—ANZA DAR SEGUIMIENTO PARA ORIENTAR SU TRABAJO",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331530,76,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23905,"A PARTIR DE UNA PROBLEM¡TICA DE APRENDIZAJE EN LA ASIGNATURA, SELECCIONAR LAS ESTRATEGIAS QUE LE PERMITAN AL JEFE DE ENSE—ANZA DAR SEGUIMIENTO PARA ORIENTAR SU TRABAJO",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331634,77,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_003,"PLANEACI”N, DESARROLLO, SEGUIMIENTO Y EVALUACI”N DEL TRABAJO DE LA JEFATURA DE ENSE—ANZA",23905,"A PARTIR DE UNA PROBLEM¡TICA DE APRENDIZAJE EN LA ASIGNATURA, SELECCIONAR LAS ESTRATEGIAS QUE LE PERMITAN AL JEFE DE ENSE—ANZA DAR SEGUIMIENTO PARA ORIENTAR SU TRABAJO",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333641,78,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23906,"A PARTIR DE UNA SITUACI”N DE NECESIDADES DE FORMACI”N PROFESIONAL, SELECCIONAR LA ESTRATEGIA COLABORATIVA QUE PERMITA LA VINCULACI”N CON INSTITUCIONES, ORGANISMOS O DEPENDENCIAS QUE FAVOREZCA EL DESARROLLO PROFESIONAL DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331087,79,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23906,"A PARTIR DE UNA SITUACI”N DE NECESIDADES DE FORMACI”N PROFESIONAL, SELECCIONAR LA ESTRATEGIA COLABORATIVA QUE PERMITA LA VINCULACI”N CON INSTITUCIONES, ORGANISMOS O DEPENDENCIAS QUE FAVOREZCA EL DESARROLLO PROFESIONAL DOCENTE",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333496,80,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23907,"A PARTIR DE ACCIONES PROPUESTAS POR EL JEFE DE ENSE—ANZA PARA EL DESARROLLO PROFESIONAL DOCENTE, IDENTIFICAR LAS INSTITUCIONES, ORGANISMOS O DEPENDENCIAS QUE CONTRIBUYAN A SU IMPLEMENTACI”N",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331486,81,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23907,"A PARTIR DE ACCIONES PROPUESTAS POR EL JEFE DE ENSE—ANZA PARA EL DESARROLLO PROFESIONAL DOCENTE, IDENTIFICAR LAS INSTITUCIONES, ORGANISMOS O DEPENDENCIAS QUE CONTRIBUYAN A SU IMPLEMENTACI”N",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333652,82,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23908,"A PARTIR DE UNA SERIE DE ACCIONES PROPUESTAS POR EL JEFE DE ENSE—ANZA QUE VINCULEN INSTITUCIONES, ORGANISMOS O DEPENDENCIAS, IDENTIFICAR LAS QUE ATIENDAN LAS NECESIDADES DE DESARROLLO PROFESIONAL DEL DOCENTE DE LA ASIGNATURA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33332153,83,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23908,"A PARTIR DE UNA SERIE DE ACCIONES PROPUESTAS POR EL JEFE DE ENSE—ANZA QUE VINCULEN INSTITUCIONES, ORGANISMOS O DEPENDENCIAS, IDENTIFICAR LAS QUE ATIENDAN LAS NECESIDADES DE DESARROLLO PROFESIONAL DEL DOCENTE DE LA ASIGNATURA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331200,84,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52017,"A PARTIR DE NECESIDADES DE FORMACI”N DETECTADAS POR EL JEFE DE ENSE—ANZA EN EL COLECTIVO DOCENTE, DISTINGUIR LAS ACCIONES VINCULADAS CON OTRAS INSTITUCIONES U ORGANISMOS QUE PROPICIAN LA PROFESIONALIZACI”N",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331202,85,0,0,0,3,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52017,"A PARTIR DE NECESIDADES DE FORMACI”N DETECTADAS POR EL JEFE DE ENSE—ANZA EN EL COLECTIVO DOCENTE, DISTINGUIR LAS ACCIONES VINCULADAS CON OTRAS INSTITUCIONES U ORGANISMOS QUE PROPICIAN LA PROFESIONALIZACI”N",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331324,86,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52017,"A PARTIR DE NECESIDADES DE FORMACI”N DETECTADAS POR EL JEFE DE ENSE—ANZA EN EL COLECTIVO DOCENTE, DISTINGUIR LAS ACCIONES VINCULADAS CON OTRAS INSTITUCIONES U ORGANISMOS QUE PROPICIAN LA PROFESIONALIZACI”N",,2,3,APLICACI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331205,87,0,0,0,2,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52019,"A PARTIR DE CONDICIONES INSTITUCIONALES DENTRO DEL MARCO NORMATIVO VIGENTE, IDENTIFICAR LAS RELACIONADAS CON LAS ACCIONES DIRIGIDAS AL DESARROLLO PROFESIONAL DOCENTE",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331206,88,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52019,"A PARTIR DE CONDICIONES INSTITUCIONALES DENTRO DEL MARCO NORMATIVO VIGENTE, IDENTIFICAR LAS RELACIONADAS CON LAS ACCIONES DIRIGIDAS AL DESARROLLO PROFESIONAL DOCENTE",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331560,89,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,52019,"A PARTIR DE CONDICIONES INSTITUCIONALES DENTRO DEL MARCO NORMATIVO VIGENTE, IDENTIFICAR LAS RELACIONADAS CON LAS ACCIONES DIRIGIDAS AL DESARROLLO PROFESIONAL DOCENTE",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331029,90,0,0,0,4,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23911,"A PARTIR DE NECESIDADES DE FORMACI”N PROFESIONAL DOCENTE, SELECCIONAR LAS ACCIONES EN LAS CUALES PUEDEN INTERVENIR DE FORMA ARTICULADA LAS AUTORIDADES EDUCATIVAS",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331830,91,0,0,0,1,0,0,O_3333_02,GESTI”N ESCOLAR,O_3333_02_004,VINCULACI”N CON DIFERENTES INSTANCIAS PARA EL DESARROLLO PROFESIONAL DOCENTE,23911,"A PARTIR DE NECESIDADES DE FORMACI”N PROFESIONAL DOCENTE, SELECCIONAR LAS ACCIONES EN LAS CUALES PUEDEN INTERVENIR DE FORMA ARTICULADA LAS AUTORIDADES EDUCATIVAS",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331867,92,0,0,0,2,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23938,"A PARTIR DE PROP”SITOS DE LA ASIGNATURA, IDENTIFICAR SU RELACI”N CON LOS RASGOS DEL PERFIL DE EGRESO.",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333616,93,0,0,0,4,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23938,"A PARTIR DE PROP”SITOS DE LA ASIGNATURA, IDENTIFICAR SU RELACI”N CON LOS RASGOS DEL PERFIL DE EGRESO.",,2,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333606,94,0,0,0,2,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23939,"A PARTIR DE SITUACIONES DE APRENDIZAJE QUE DESARROLLE EL DOCENTE, DISTINGUIR LA QUE EST… DE ACUERDO CON EL ENFOQUE DE LA ASIGNATURA.",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333640,95,0,0,0,3,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23939,"A PARTIR DE SITUACIONES DE APRENDIZAJE QUE DESARROLLE EL DOCENTE, DISTINGUIR LA QUE EST… DE ACUERDO CON EL ENFOQUE DE LA ASIGNATURA.",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333900,96,0,0,0,4,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23940,"A PARTIR DE CONTENIDOS PROPIOS DE LA ASIGNATURA, IDENTIFICAR SU PROGRESI”N EN LA EDUCACI”N B¡SICA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333984,97,0,0,0,2,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23940,"A PARTIR DE CONTENIDOS PROPIOS DE LA ASIGNATURA, IDENTIFICAR SU PROGRESI”N EN LA EDUCACI”N B¡SICA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331016,98,0,0,0,4,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23940,"A PARTIR DE CONTENIDOS PROPIOS DE LA ASIGNATURA, IDENTIFICAR SU PROGRESI”N EN LA EDUCACI”N B¡SICA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333892,99,0,0,0,3,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23941,"A PARTIR DE CONTENIDOS DE LA ASIGNATURA, IDENTIFICAR LA ORGANIZACI”N DE ACUERDO CON LOS PROP”SITOS O EL ENFOQUE EN EL PROGRAMA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333612,100,0,0,0,3,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23941,"A PARTIR DE CONTENIDOS DE LA ASIGNATURA, IDENTIFICAR LA ORGANIZACI”N DE ACUERDO CON LOS PROP”SITOS O EL ENFOQUE EN EL PROGRAMA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333666,101,0,0,0,4,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_003,COMPONENTES DEL CURRÕCULO,23941,"A PARTIR DE CONTENIDOS DE LA ASIGNATURA, IDENTIFICAR LA ORGANIZACI”N DE ACUERDO CON LOS PROP”SITOS O EL ENFOQUE EN EL PROGRAMA.",,3,1,CONOCIMIENTO,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333903,102,0,0,0,1,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_002,ENSE—ANZA Y DESARROLLO INTEGRAL DE LOS ADOLESCENTES,52074,"A PARTIR DE SITUACIONES DE CLASE, DIFERENCIAR AQUELLA QUE CONSIDERA LOS CONOCIMIENTOS PREVIOS, LAS CONCEPCIONES O LAS CREENCIAS DE LOS ALUMNOS AL ABORDAR LOS CONTENIDOS DE LA ASIGNATURA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331273,103,0,0,0,1,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_002,ENSE—ANZA Y DESARROLLO INTEGRAL DE LOS ADOLESCENTES,52074,"A PARTIR DE SITUACIONES DE CLASE, DIFERENCIAR AQUELLA QUE CONSIDERA LOS CONOCIMIENTOS PREVIOS, LAS CONCEPCIONES O LAS CREENCIAS DE LOS ALUMNOS AL ABORDAR LOS CONTENIDOS DE LA ASIGNATURA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_33331877,104,0,0,0,3,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_002,ENSE—ANZA Y DESARROLLO INTEGRAL DE LOS ADOLESCENTES,52074,"A PARTIR DE SITUACIONES DE CLASE, DIFERENCIAR AQUELLA QUE CONSIDERA LOS CONOCIMIENTOS PREVIOS, LAS CONCEPCIONES O LAS CREENCIAS DE LOS ALUMNOS AL ABORDAR LOS CONTENIDOS DE LA ASIGNATURA",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
O_333318a,O_3333894,105,0,0,0,1,0,0,O_3333_01,ASPECTOS DE LA FUNCI”N,O_3333_01_002,ENSE—ANZA Y DESARROLLO INTEGRAL DE LOS ADOLESCENTES,23943,"A PARTIR DE ESTRATEGIAS DID¡CTICAS, DISTINGUIR AQUELLAS QUE SEAN CONGRUENTES CON EL ENFOQUE, LOS PROP”SITOS EDUCATIVOS O LOS CONTENIDOS DE LA ASIGNATURA.",,2,2,COMPRENSI”N,0,0,0,0,0,0,0,0,0,0,0,0
