"","M032166","M032721","M032757","M032760A","M032760B","M032760C","M032761","M032692","M032626","M032595","M032673"
"1109",1,1,2,2,1,1,2,2,1,1,1
"1110",0,0,0,0,0,0,0,0,1,0,0
"1111",1,0,2,2,1,1,2,2,1,1,1
"1112",1,0,0,0,0,0,0,0,1,0,1
"1113",0,1,0,0,0,0,0,2,0,0,0
"1114",0,0,2,0,0,0,0,0,1,0,0
"1115",1,1,2,2,0,0,2,0,1,1,1
"1116",1,1,2,2,1,1,2,2,1,1,1
"1117",0,1,0,0,0,0,0,0,0,1,1
"1118",1,0,2,2,1,1,2,2,1,1,1
"1119",1,1,2,2,1,1,2,2,1,1,1
"1120",1,1,2,2,1,0,2,0,1,1,1
"1121",1,1,1,2,1,0,1,0,1,1,0
"1122",1,0,2,2,1,0,2,2,1,1,1
"1123",1,1,2,2,0,1,2,2,1,1,1
"1124",0,1,0,2,0,1,1,2,1,1,1
"1125",1,1,2,2,1,1,2,2,1,1,1
"1126",1,0,2,2,0,1,2,2,1,1,1
"1127",1,0,2,2,1,0,1,2,1,1,1
"1128",1,1,2,2,1,1,1,2,1,1,1
"1129",1,1,2,2,1,1,2,2,1,1,1
"1130",1,1,2,2,1,1,1,2,1,1,1
"1131",1,1,2,2,0,1,1,2,1,1,1
"1132",1,1,2,2,1,1,2,2,1,1,1
"1133",1,1,2,2,1,1,2,2,1,1,1
"1134",1,0,2,2,1,1,2,2,1,1,1
"1135",1,1,2,2,1,1,2,2,1,1,1
"1136",1,1,2,2,1,1,2,2,1,1,1
"1137",0,0,0,0,0,0,0,0,0,0,0
"1138",1,1,2,2,1,1,2,2,1,1,1
"1139",1,1,2,2,1,0,0,2,0,1,0
"1140",1,0,2,2,1,0,2,2,1,0,1
"1141",1,1,2,2,1,1,1,2,1,1,1
"1142",0,0,2,0,0,0,1,2,1,1,0
"1143",1,1,2,2,0,1,2,2,1,1,1
"1144",1,1,2,2,1,1,2,2,1,1,1
"1145",1,1,2,2,1,1,2,2,1,1,1
"1146",1,1,2,2,1,1,2,2,0,1,1
"1147",1,1,2,2,1,1,2,2,1,1,1
"1148",0,1,2,2,0,0,2,0,1,1,1
"1149",1,0,2,2,1,1,2,0,0,1,1
"1150",1,0,2,2,1,1,2,2,1,1,1
"1151",1,0,2,0,0,0,2,2,0,1,1
"1152",1,1,2,2,1,1,0,2,1,1,1
"1153",1,0,2,0,1,0,0,0,0,0,0
"1154",1,1,2,0,1,0,2,0,1,1,1
"1155",1,1,2,2,0,0,1,2,1,1,1
"1156",0,0,2,2,1,1,1,2,1,1,1
"1157",1,0,2,2,0,0,1,2,1,1,1
"1158",0,0,2,2,1,0,1,0,1,1,1
"1159",1,1,2,0,0,0,2,2,1,1,1
"1160",1,1,2,2,1,1,2,2,1,1,1
"1161",1,1,2,2,1,0,1,2,0,1,1
"1162",1,1,2,2,0,1,1,2,1,1,1
"1163",0,1,2,0,0,0,0,0,1,0,0
"1164",0,0,2,2,0,0,2,2,1,1,1
"1165",1,1,2,2,1,1,2,2,1,1,1
"1166",1,0,2,2,1,1,1,2,1,1,1
"1167",0,0,2,1,0,0,0,0,1,0,1
"1168",1,0,2,0,1,0,1,2,1,1,1
"1169",1,1,2,2,1,1,2,2,1,1,1
"1170",1,1,2,2,1,1,2,2,1,1,1
"1171",0,0,0,0,0,0,0,0,1,0,1
"1172",1,1,2,2,1,1,2,2,1,1,1
"1173",0,1,0,0,0,0,0,0,0,1,0
"1174",1,1,2,2,1,1,2,2,1,1,1
"1175",1,1,2,2,0,0,2,0,1,1,1
"1176",1,1,2,2,1,1,2,2,1,1,1
"1177",1,0,2,2,0,0,1,0,0,1,1
"1178",0,1,2,2,1,1,1,0,1,0,1
"1179",0,1,2,2,1,1,2,2,1,1,1
"1180",1,0,2,2,0,1,2,2,1,1,1
"1181",1,1,2,2,1,1,2,2,1,1,1
"1182",1,0,2,2,1,0,0,0,1,1,1
"1183",1,0,0,0,0,0,0,0,1,0,0
"1184",1,1,2,2,1,1,2,2,1,1,1
"1185",1,1,2,2,1,1,2,2,1,1,1
"1186",0,0,0,1,0,0,0,0,0,0,0
"1187",1,1,2,2,1,1,2,2,1,1,1
"1188",1,0,2,0,0,0,2,2,1,1,1
"1189",1,1,2,2,1,1,2,2,1,1,0
"1190",0,1,2,2,1,1,1,0,1,1,1
"1191",1,1,2,2,1,1,2,2,1,1,0
"1192",1,0,2,2,1,0,2,2,1,1,1
"1193",1,1,0,0,0,0,0,0,1,1,0
"1194",1,0,0,2,0,1,2,2,1,1,0
"1195",1,1,2,2,1,0,2,2,1,1,1
"1196",1,1,2,2,0,1,2,2,1,1,1
"1197",0,1,2,2,1,1,2,2,1,1,1
"1198",1,0,2,2,1,0,2,2,0,1,1
"1199",1,1,2,1,1,0,1,2,1,1,1
"1200",1,0,2,2,1,1,1,2,1,1,1
"1201",1,0,2,2,1,1,2,2,1,1,1
"1202",1,1,2,2,1,1,2,2,1,1,1
"1203",0,0,2,2,0,0,0,1,1,0,1
"1204",1,1,2,2,1,1,2,2,1,1,1
"1205",0,1,2,1,1,0,1,0,1,1,1
"1206",1,1,2,2,1,1,1,2,1,1,1
"1207",0,1,2,2,1,1,0,0,0,1,0
"1208",0,0,2,2,1,1,2,2,1,1,1
"1209",1,1,2,2,1,1,2,2,1,1,1
"1210",0,0,2,1,0,0,1,0,1,0,1
"1211",1,0,2,0,0,0,1,0,1,0,1
"1212",0,1,2,0,0,0,0,0,0,0,0
"1213",0,0,0,0,0,0,0,0,1,0,0
"1214",1,0,2,2,0,1,2,2,1,1,1
"1215",0,0,0,0,0,0,0,0,0,0,1
"1216",1,1,2,0,0,0,1,0,1,0,0
"1217",0,0,2,2,0,0,1,2,0,0,0
"1218",1,1,2,2,0,1,1,2,0,1,1
"1219",0,0,2,2,1,1,2,0,1,1,1
"1220",0,1,2,2,0,0,2,2,1,1,1
"1221",1,1,2,2,1,1,2,2,1,1,0
"1222",1,1,2,2,0,0,2,2,1,0,1
"1223",1,1,2,2,1,1,2,2,1,1,1
"1224",1,1,2,2,1,1,2,2,1,1,1
"1225",1,1,2,2,1,1,2,2,1,1,1
"1226",1,1,2,2,0,1,2,2,1,1,1
"1227",1,1,2,2,1,1,2,2,1,1,1
"1228",1,0,2,2,1,1,2,2,1,1,1
"1229",1,0,2,2,1,1,2,2,1,1,1
"1230",1,1,2,2,1,1,2,2,1,1,1
"1231",1,1,2,2,1,1,2,2,1,1,1
"1232",1,1,2,2,1,1,2,2,1,1,1
"1233",1,1,2,0,0,1,2,2,1,1,1
"1234",1,1,2,2,1,1,2,2,1,1,1
"1235",1,1,2,2,1,1,2,2,1,1,1
"1236",1,1,2,2,1,0,2,2,1,1,1
"1237",1,1,2,2,1,1,2,2,1,1,1
"1238",1,1,2,2,1,1,2,2,1,1,1
"1239",0,1,2,0,0,0,0,0,0,1,1
"1240",1,1,0,2,0,1,2,2,1,1,1
"1241",1,0,2,0,0,0,0,2,1,1,1
"1242",1,0,2,2,1,1,2,2,1,1,1
"1243",1,1,2,2,1,1,2,2,1,1,1
"1244",1,1,2,0,0,0,0,0,1,1,1
"1245",1,1,2,2,0,1,2,2,1,0,1
"1246",0,1,2,2,1,0,1,2,1,1,1
"1247",1,1,2,2,1,1,1,2,1,1,1
"1248",1,1,2,2,1,1,2,2,1,1,1
"1249",1,1,2,2,1,0,0,1,1,1,1
"1250",1,1,2,2,1,1,2,2,1,1,1
"1251",1,0,2,2,1,0,1,2,1,1,1
"1252",1,0,1,0,0,0,0,0,1,1,0
"1253",0,1,2,2,1,0,0,2,1,1,0
"1254",0,0,2,0,0,0,1,2,1,1,1
"1255",1,0,0,2,1,1,2,2,1,1,1
"1256",1,0,1,2,1,0,2,2,1,1,1
"1257",1,0,2,2,1,1,2,2,0,1,1
"1258",0,0,2,2,1,1,2,2,1,1,1
"1259",1,1,2,2,0,0,1,2,1,0,0
"1260",1,1,2,2,1,1,2,2,1,1,1
"1261",1,1,2,2,1,1,2,2,1,1,1
"1262",0,0,2,0,0,0,0,0,0,1,1
"1263",1,0,0,2,0,0,1,2,1,1,1
"1265",1,1,2,2,1,1,2,2,1,1,1
"1266",1,0,2,2,0,0,0,0,0,1,1
"1267",0,1,2,2,1,1,2,2,1,1,1
"1268",0,0,2,2,1,1,0,0,1,1,0
"1269",1,0,2,2,1,1,1,2,1,1,1
"1270",0,1,2,0,0,0,0,0,0,0,0
"1271",1,1,2,2,0,0,1,2,1,1,1
"1272",1,1,2,2,1,1,2,2,1,1,1
"1273",1,1,2,2,1,1,2,2,1,1,1
"1274",1,0,2,2,0,1,2,2,1,1,1
"1275",1,0,2,2,1,1,2,2,1,1,1
"1276",1,0,2,2,1,0,1,2,1,0,1
"1277",0,0,0,0,0,0,2,2,1,0,1
"1278",1,1,2,2,1,1,2,0,1,1,1
"1279",1,1,2,2,0,0,0,2,1,1,1
"1280",1,1,2,2,1,1,2,2,1,1,1
"1281",1,1,2,2,0,0,2,2,1,1,1
"1282",1,0,2,2,1,1,1,2,1,1,0
"1283",0,1,0,0,0,0,0,0,0,0,0
"1284",0,0,0,0,0,0,0,0,0,1,1
"1285",1,0,2,2,1,1,2,2,1,1,1
"1286",1,1,2,2,0,1,1,2,1,1,1
"1287",1,0,0,0,0,0,0,0,1,0,0
"1288",0,1,0,0,0,1,0,0,1,0,0
"1289",1,1,2,2,0,0,0,0,0,1,0
"1290",0,1,2,2,1,0,1,1,1,0,1
"1291",1,0,2,1,0,0,2,2,1,1,0
"1292",0,1,2,0,0,0,0,0,1,0,0
"1293",1,1,2,2,1,1,1,2,1,1,1
"1294",1,0,2,2,1,0,2,1,1,1,1
"1295",1,0,2,0,0,0,0,1,1,0,0
"1296",1,0,2,2,0,1,2,2,1,1,1
"1297",1,1,2,2,1,1,0,2,1,1,1
"1298",0,0,2,2,1,1,2,2,1,1,1
"1299",1,1,2,1,0,0,2,2,1,1,1
"1300",1,1,2,2,1,1,2,2,1,1,1
"1301",1,1,2,2,1,1,2,2,1,1,1
"1302",1,1,2,2,1,1,0,2,1,1,1
"1303",1,1,2,2,1,1,0,2,1,1,1
"1304",1,0,2,2,0,0,1,2,1,0,1
"1305",1,1,2,1,0,0,0,0,1,1,0
"1306",1,1,2,2,1,1,2,2,1,1,1
"1307",1,1,2,2,1,1,2,2,1,1,1
"1308",1,0,2,2,0,1,2,2,1,1,1
"1309",0,0,2,2,0,0,0,0,1,1,0
"1310",0,1,2,2,0,0,1,0,1,1,0
"1311",0,0,0,0,0,0,0,0,0,0,0
"1312",1,1,2,2,1,0,2,2,1,1,1
"1313",1,0,2,2,1,0,2,0,1,1,0
"1314",1,1,2,2,1,1,2,2,1,1,1
"1315",1,1,2,2,0,1,2,2,1,1,1
"1316",1,1,0,2,1,1,2,2,1,1,1
"1317",0,0,2,2,1,1,0,0,0,0,1
"1318",1,1,2,0,0,0,1,0,0,0,0
"1319",0,0,2,0,0,0,0,0,1,1,1
"1320",1,1,2,2,1,1,2,2,1,1,1
"1321",1,0,1,2,1,1,0,2,1,1,1
"1322",0,0,2,2,1,1,2,2,1,1,1
"1323",1,1,2,2,1,1,2,2,1,1,1
"1324",0,0,2,2,1,1,2,2,1,1,1
"1325",1,1,2,2,1,1,2,2,1,1,1
"1326",1,0,2,2,0,1,2,2,1,1,1
"1327",1,1,2,2,1,1,2,2,1,1,1
"1328",1,0,2,2,1,1,2,2,1,1,1
"1329",1,1,2,2,1,1,2,2,1,1,1
"1330",1,0,2,2,1,1,2,2,1,1,1
"1331",1,1,2,2,1,1,2,2,1,1,1
"1332",1,1,2,2,1,1,2,0,1,1,1
"1333",1,1,2,2,1,1,2,2,1,1,1
"1334",1,0,2,2,1,0,2,0,1,1,1
"1335",1,0,2,2,1,1,2,2,1,1,1
"1336",0,1,2,2,1,0,2,0,1,1,1
"1337",1,0,2,1,0,0,1,0,1,0,1
"1338",0,0,2,2,1,0,1,2,1,1,1
"1339",1,0,2,2,0,0,0,1,1,1,1
"1340",1,0,2,2,0,0,2,2,1,1,1
"1341",0,0,0,0,0,0,0,0,0,0,1
"1342",0,1,2,0,0,0,0,0,0,0,0
"1343",1,0,0,1,0,0,0,0,1,1,1
"1344",1,0,2,0,0,0,0,0,1,0,0
"1345",1,1,2,2,1,1,2,2,1,1,1
"1346",1,0,2,2,1,1,2,2,1,1,1
"1347",1,1,2,2,1,1,2,2,1,1,1
"1348",1,1,2,2,1,1,2,2,1,1,1
"1349",1,1,2,2,1,0,2,2,1,1,1
"1350",0,0,2,0,0,0,1,0,0,1,1
"1351",1,1,2,2,1,1,2,2,1,1,1
"1352",1,0,2,0,0,0,0,0,1,1,0
"1353",0,0,2,2,1,0,2,2,1,1,1
"1354",1,1,2,2,1,1,2,2,1,1,1
"1355",1,1,2,2,1,1,2,0,1,1,1
"1356",1,0,2,2,1,1,2,2,1,1,1
"1357",1,1,2,2,1,0,2,2,1,1,1
"1358",1,0,2,2,0,1,2,2,1,1,1
"1359",1,1,2,2,1,1,2,2,1,1,1
"1360",1,1,0,2,1,1,2,2,1,1,1
"1361",1,1,2,0,1,1,2,2,1,1,1
"1362",0,1,0,0,0,0,0,0,1,1,1
"1363",1,1,2,2,0,1,2,2,1,1,1
"1364",1,0,2,2,1,0,2,2,1,1,1
"1365",1,1,2,2,0,1,1,0,1,1,1
"1366",1,1,2,2,0,0,1,2,1,1,1
"1367",1,0,2,2,1,1,2,2,1,1,1
"1368",1,0,2,2,0,1,1,0,1,1,1
"1369",1,1,2,2,1,1,2,2,1,1,1
"1370",0,1,2,2,0,1,0,2,1,1,1
"1371",0,0,2,2,1,1,2,2,1,1,1
"1372",1,1,2,2,1,1,2,2,1,1,1
"1373",1,1,2,2,1,1,2,2,1,1,1
"1374",1,1,1,2,0,1,2,2,1,1,1
"1375",1,1,2,2,1,1,2,2,1,1,1
"1376",0,1,1,2,1,1,1,0,1,1,1
"1377",0,0,0,0,0,0,0,0,0,0,0
"1378",1,1,2,2,1,1,2,2,1,1,1
"1379",1,1,2,2,0,1,2,2,1,1,1
"1380",1,1,2,2,1,0,2,2,1,1,1
"1381",1,1,2,2,1,1,2,2,1,1,1
"1382",1,1,2,2,1,1,2,2,1,1,1
"1383",1,1,2,2,1,1,2,2,1,0,1
"1384",1,0,0,0,0,0,0,0,0,1,1
"1385",1,1,0,0,0,0,0,0,1,1,1
"1386",0,1,2,2,1,1,2,2,1,1,1
"1387",0,1,2,0,0,0,0,0,0,0,0
"1388",1,1,2,2,1,1,2,2,1,1,1
"1389",1,1,2,2,1,1,2,2,1,1,1
"1390",1,1,2,2,1,1,2,2,1,1,1
"1391",1,1,2,2,1,1,2,2,1,1,1
"1392",1,0,2,2,1,0,2,2,1,1,1
"1393",1,1,2,2,1,1,1,2,1,1,1
"1394",1,1,2,2,1,1,2,2,1,1,1
"1395",1,1,2,2,1,1,2,2,1,1,1
"1396",1,1,2,2,1,0,2,2,1,1,1
"1397",0,1,2,2,1,1,2,2,1,1,1
"1398",1,0,2,2,1,1,1,2,1,1,0
"1399",1,1,2,2,1,1,2,2,1,1,1
"1400",1,1,0,0,0,0,1,0,1,1,0
"1401",1,0,2,0,0,0,0,0,1,1,1
"1402",0,0,0,0,0,0,0,0,0,0,1
"1403",1,0,2,0,0,0,1,0,1,1,1
"1404",0,0,2,0,0,0,0,0,0,0,0
"1405",0,0,2,2,1,0,0,0,0,0,1
"1406",0,0,2,0,0,0,2,0,1,1,1
"1407",1,1,2,2,0,1,1,0,1,0,1
"1408",1,1,2,2,1,1,0,0,1,1,1
"1409",1,1,2,2,1,1,2,2,1,1,1
"1410",1,0,2,2,1,1,2,2,1,1,1
"1411",0,0,2,2,1,1,2,2,1,1,1
"1412",0,1,0,0,0,0,0,0,1,0,0
"1413",0,0,2,2,1,0,2,2,1,1,1
"1414",0,0,2,0,0,0,0,0,0,1,0
"1415",0,0,2,2,1,1,1,2,1,1,1
"1416",0,0,2,2,1,1,2,2,1,1,1
"1417",0,1,0,0,0,0,0,2,1,1,1
"1418",1,1,2,2,1,0,0,2,1,1,1
"1419",1,0,2,2,0,0,1,0,0,1,1
"1420",0,1,2,2,0,0,1,2,1,1,1
"1421",1,0,0,0,0,0,0,0,1,1,0
"1422",0,0,1,0,0,0,0,0,0,0,1
"1423",0,1,2,2,0,0,0,0,0,0,1
"1424",1,0,0,0,0,0,0,0,0,0,0
"1425",1,0,2,2,0,0,2,2,1,1,1
"1426",1,1,2,2,1,0,2,2,1,1,0
"1427",1,1,2,2,0,1,2,2,1,1,1
"1428",1,1,2,2,1,1,2,2,1,1,1
"1429",0,1,2,2,1,1,1,2,1,1,1
"1430",1,1,2,2,1,1,2,2,1,1,1
"1431",1,0,2,2,1,1,2,2,1,1,1
"1432",1,1,2,2,1,1,2,2,1,1,1
"1433",1,1,2,2,1,0,0,2,1,1,1
"1434",1,0,2,0,0,0,0,0,1,1,0
"1435",0,1,2,2,1,1,2,2,1,1,1
"1436",1,0,2,2,1,1,2,2,1,1,1
"1437",0,0,2,2,1,1,2,2,1,1,1
"1438",0,0,2,0,0,0,2,2,1,1,1
"1439",0,0,2,2,1,0,0,2,1,1,0
"1440",1,1,2,2,1,1,2,2,1,1,1
"1441",1,1,0,2,1,1,0,2,1,1,1
"1442",1,0,2,2,1,1,2,2,1,1,1
"1443",1,0,2,2,1,1,2,2,1,1,1
"1444",0,1,2,2,1,1,2,2,1,1,1
"1445",1,1,2,2,1,1,2,2,0,1,1
"1446",1,1,2,2,1,1,1,2,1,1,1
"1447",1,0,2,0,1,1,2,2,1,1,1
"1448",1,1,2,2,1,0,2,2,1,1,1
"1449",1,0,2,2,0,1,2,0,1,1,1
"1450",1,1,2,2,1,1,2,2,1,1,1
"1451",1,1,2,2,1,1,2,2,1,1,1
"1452",1,1,2,2,1,0,0,2,0,0,0
"1453",0,0,2,1,0,0,1,1,1,1,1
"1454",1,0,2,2,1,1,2,2,1,1,1
"1455",1,1,2,2,1,1,2,2,1,1,1
"1456",1,1,2,2,1,1,2,2,1,1,1
"1457",0,0,0,0,0,0,0,0,0,1,1
"1458",1,1,2,2,0,0,1,2,1,1,1
"1459",1,1,2,2,0,1,2,2,1,1,1
"1460",0,1,0,1,0,0,0,2,1,1,0
"1461",1,0,2,2,1,1,2,2,1,1,1
"1462",1,0,2,2,1,1,2,2,1,1,1
"1463",1,1,2,2,1,1,2,2,1,1,1
"1464",1,0,2,2,1,0,2,2,1,1,1
"1465",0,1,0,2,0,0,0,2,1,1,1
"1466",1,0,2,2,1,1,1,2,1,0,1
"1467",1,0,2,2,0,0,0,0,1,1,0
"1468",1,0,2,2,1,1,2,2,1,1,0
"1469",1,1,2,2,1,0,2,2,1,1,1
"1470",1,1,2,2,1,1,2,2,1,1,1
"1471",0,0,2,0,0,0,0,1,1,1,1
"1472",1,0,2,2,0,0,0,2,1,1,1
"1473",0,1,2,0,0,0,0,2,1,1,0
"1474",1,1,2,2,0,1,1,0,1,1,0
"1475",0,1,2,2,1,1,1,2,1,1,1
"1476",1,1,2,2,0,1,2,2,1,1,1
"1477",1,1,2,2,1,1,2,2,1,1,1
"1478",1,0,2,0,0,0,0,2,1,1,0
"1479",1,0,2,2,1,1,0,0,1,1,1
"1480",1,1,2,2,1,1,2,2,1,1,1
"1481",1,0,2,2,1,1,2,2,1,1,1
"1482",1,1,2,2,1,1,2,2,1,1,1
"1483",1,1,2,2,1,1,2,2,1,0,1
"1484",1,1,2,2,1,1,2,2,1,1,1
"1485",1,1,2,2,1,1,2,2,1,1,1
"1486",1,1,2,2,1,1,2,2,1,1,1
"1487",1,0,2,2,1,1,2,2,1,1,1
"1488",1,1,2,2,1,1,2,2,1,1,1
"1489",0,0,2,0,0,0,2,0,0,0,1
"1490",1,1,0,2,1,1,2,2,1,1,1
"1491",1,0,2,2,0,1,0,2,1,1,1
"1492",1,1,2,2,0,1,2,2,1,1,1
"1493",1,0,0,0,0,0,0,2,1,1,1
"1494",1,0,2,1,0,1,1,2,1,1,1
"1495",1,0,0,0,0,0,0,0,1,1,0
"1496",1,1,2,2,1,1,2,2,1,0,1
"1497",1,1,2,2,1,1,2,2,1,1,1
"1498",1,1,1,2,1,1,2,2,1,1,1
"1499",0,1,2,0,0,0,0,0,1,0,1
"1500",1,0,2,2,1,1,2,2,1,1,1
"1501",0,0,2,2,0,1,2,2,1,1,1
"1502",0,1,2,2,1,1,2,2,1,1,1
"1503",1,0,2,2,0,0,0,2,1,0,1
"1504",0,0,2,0,0,0,0,0,1,1,0
"1505",1,1,2,2,1,1,2,2,1,1,1
"1506",1,1,2,2,1,1,2,2,1,1,1
"1507",1,0,2,2,0,0,2,2,1,1,1
"1508",1,1,2,0,0,1,1,2,1,1,1
"1509",1,1,2,2,1,0,0,0,1,1,1
"1510",1,0,2,2,1,1,2,2,1,1,1
"1511",1,1,2,1,1,1,2,2,1,1,1
"1512",1,1,2,2,1,0,2,2,1,1,1
"1513",1,1,2,2,0,1,1,0,0,1,0
"1514",1,1,2,2,0,0,0,0,1,0,0
"1515",0,1,2,0,0,0,0,0,1,1,0
"1516",1,0,0,2,1,0,0,0,1,1,1
"1517",0,0,0,0,0,0,0,2,1,1,1
"1518",1,1,2,2,1,1,2,2,1,1,1
"1519",1,1,0,0,0,0,0,2,1,1,1
"1520",1,0,2,2,0,1,2,2,1,1,1
"1521",1,1,2,2,1,0,2,2,1,1,1
"1522",1,0,1,2,1,1,1,2,1,1,1
"1523",1,0,2,2,0,0,0,2,0,1,1
"1524",1,1,2,2,0,1,2,2,1,1,0
"1525",1,0,2,2,0,0,1,2,1,1,1
"1526",1,1,2,2,1,1,2,2,1,1,1
"1527",0,1,2,2,1,1,2,2,1,1,1
"1528",0,0,2,2,0,0,1,2,0,0,1
"1529",0,1,2,1,0,0,0,0,1,1,0
"1530",1,1,2,2,1,1,2,2,1,1,1
"1531",1,0,2,0,0,0,1,0,1,0,1
"1532",1,0,2,2,1,1,1,0,1,1,0
"1533",0,0,0,0,0,0,0,0,0,1,0
"1534",0,1,2,0,0,0,0,0,1,0,0
"1535",1,1,2,2,1,1,2,2,1,1,1
"1536",1,1,2,2,1,1,0,2,1,1,1
"1537",1,1,2,2,1,1,1,2,1,1,1
"1538",1,0,2,2,0,0,2,2,1,1,1
"1539",0,0,0,0,0,0,0,0,1,0,0
"1540",1,0,2,2,1,0,2,2,1,1,1
"1541",0,0,2,0,0,0,0,0,1,1,0
"1542",0,0,2,0,1,0,0,0,0,0,0
"1543",0,0,0,0,0,0,0,0,0,0,0
"1544",1,1,2,2,1,1,2,2,1,1,1
"1545",1,0,2,0,0,0,1,2,1,1,0
"1546",1,0,2,2,1,1,2,2,1,1,0
"1547",0,1,2,2,1,1,1,2,1,1,0
"1548",1,1,2,2,1,1,2,2,1,1,1
"1549",1,0,2,2,1,1,2,2,1,1,1
"1550",0,0,2,2,1,0,0,0,1,1,1
"1551",1,1,2,2,0,1,1,0,1,1,1
"1552",0,1,2,2,1,0,1,2,1,1,1
"1553",0,1,2,0,1,1,0,0,1,1,1
"1554",1,1,2,2,0,1,2,2,1,1,1
"1555",1,0,2,2,1,1,2,2,1,0,1
"1556",1,1,2,2,1,1,2,2,1,1,0
"1557",0,0,0,2,0,0,2,2,1,1,0
"1558",0,0,2,2,0,1,1,2,1,1,1
"1559",1,1,2,2,1,0,2,0,1,1,1
"1560",1,0,2,2,1,1,1,2,1,1,1
"1561",1,1,2,2,1,1,1,2,1,1,1
"1562",1,1,0,0,0,0,0,2,1,1,1
"1563",1,1,2,2,0,0,1,0,1,1,1
"1564",1,0,2,2,0,0,2,0,1,1,1
"1565",0,1,2,2,0,0,2,2,1,1,1
"1566",1,1,2,2,1,1,2,2,1,1,1
"1567",1,1,2,2,0,0,2,2,1,1,1
"1568",0,1,2,2,1,0,1,2,1,1,1
"1569",0,0,2,2,1,1,1,0,1,1,1
"1570",0,0,2,2,1,1,2,2,1,1,1
"1571",1,0,2,2,1,1,2,2,1,1,1
"1572",0,0,2,2,0,0,0,2,1,1,0
"1573",1,1,2,2,1,1,1,2,1,1,1
"1574",1,0,2,2,0,0,1,2,1,1,1
"1575",1,1,2,2,1,0,2,2,1,1,1
"1576",1,1,2,0,0,0,0,0,0,0,0
"1577",0,0,2,0,0,0,0,0,0,0,1
"1578",0,1,0,0,0,0,0,2,1,1,0
"1579",1,1,0,0,0,0,2,2,1,1,1
"1580",1,0,2,2,1,1,1,0,1,0,1
"1581",1,1,2,2,1,0,2,0,1,1,1
"1582",0,0,0,0,0,0,0,0,0,1,1
"1583",1,1,2,2,1,1,2,2,1,1,1
"1584",1,1,2,2,1,1,2,2,1,1,1
"1585",1,1,2,2,1,1,2,2,1,1,1
"1586",1,1,2,2,1,1,2,2,1,1,1
"1587",1,0,2,2,1,0,2,2,1,1,1
"1588",0,1,2,2,1,1,0,2,1,1,1
"1589",1,0,2,2,0,1,2,2,1,1,1
"1590",1,1,2,2,0,1,2,2,1,1,1
"1591",1,1,2,2,1,1,2,2,1,1,1
"1592",1,1,0,0,0,0,0,0,1,1,1
"1593",1,0,2,1,0,0,0,0,1,0,1
"1594",0,1,2,2,1,1,1,2,1,1,1
"1595",1,0,2,2,1,0,2,2,1,1,1
"1596",1,0,2,2,1,1,1,2,1,1,1
"1597",1,0,2,2,1,1,1,2,1,0,1
"1598",1,0,2,2,1,0,1,2,1,1,1
"1599",1,1,0,0,0,0,0,2,1,1,1
"1600",0,0,2,2,1,1,2,2,1,1,1
"1601",1,1,2,2,1,1,2,2,1,1,1
"1602",0,0,2,2,1,0,1,2,1,1,1
"1603",1,1,2,2,1,1,2,2,1,1,1
"1604",1,1,2,2,1,1,2,2,1,1,1
"1605",1,0,2,2,1,0,1,2,1,1,1
"1606",1,1,2,2,1,1,1,2,1,1,1
"1607",0,0,2,0,0,0,0,0,1,0,0
"1608",1,0,2,2,1,0,1,2,1,1,1
"1609",1,0,2,0,0,0,0,0,1,1,1
"1610",1,0,2,2,0,0,2,2,1,1,1
"1611",1,0,0,0,0,0,0,0,0,0,0
"1612",1,1,2,2,1,0,2,2,1,1,1
"1613",0,0,2,2,1,0,2,2,1,1,1
"1614",0,1,2,2,1,1,0,2,1,1,1
"1615",0,0,2,2,1,0,0,0,1,0,1
"1616",1,1,2,2,0,1,2,2,1,1,1
"1617",1,1,2,2,1,1,2,2,1,1,0
"1618",0,1,0,0,0,0,0,0,1,0,0
"1619",0,0,2,2,1,1,2,2,1,1,1
"1620",0,0,0,1,0,0,0,0,1,1,0
"1621",1,1,2,2,1,1,2,2,1,1,1
"1622",1,0,2,2,1,1,2,2,1,1,1
"1623",0,0,0,0,0,0,0,0,1,1,0
"1624",1,1,2,0,1,1,1,0,0,1,1
"1625",1,1,2,2,1,1,2,2,1,1,1
"1626",1,1,2,0,0,0,0,0,1,1,1
"1627",1,0,0,2,0,0,1,0,1,0,0
"1628",0,1,2,0,0,0,1,2,1,1,0
"1629",1,1,2,2,1,1,2,2,1,1,1
"1630",1,1,2,2,1,1,2,2,1,1,1
"1631",1,1,2,2,1,1,2,2,1,1,1
"1632",0,0,2,2,1,1,1,2,1,0,1
"1633",1,1,2,1,1,0,0,0,0,0,1
"1634",0,0,0,0,0,0,0,0,0,1,0
"1635",1,1,2,2,1,0,2,0,1,1,1
"1636",1,0,0,0,0,0,0,0,0,0,0
"1637",1,0,2,2,1,0,1,0,1,1,0
"1638",0,0,2,2,0,0,1,2,1,0,0
"1639",1,1,2,2,1,1,2,2,1,1,1
"1640",1,1,2,2,0,0,1,2,1,1,1
"1641",1,0,2,2,1,0,2,2,1,1,1
"1642",1,1,2,2,1,1,2,2,1,1,1
"1643",0,1,1,0,0,0,0,0,0,0,1
"1644",0,0,2,2,0,0,0,0,1,1,0
"1645",1,1,2,2,1,1,2,2,1,1,1
