Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
San Luis Potosí,24002,90,3,30,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE RIO VERDE (ITSRV),"CARR. RÍO VERDE-SAN CIRO KM 4.5 S/N, C.P. 79610, RIOVERDE, S.L.P.",,SÍ,140 Mb,SÍ,NO,SÍ,SÍ,SÍ,120 Mb,140 Mb,13 ms,12 ms
San Luis Potosí,24003,161,6,35,30,8,35,35,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE SAN LUIS POTOSÍ (ITSSLP),"CARR. 57 MÉXICO-PIEDRAS NEGRAS KM 189+100, TRAMO QRO-SLP No. 6501, DELG. VILLA DE POZOS, C.P. 78421, SAN LUIS POTOSÍ, S.L.P.",,SÍ,30 MB,SÍ,SÍ,ALÁMBRICA,Sí,SÍ,3.6 MB/S,24.00 MB/S,54 ms,45 ms
San Luis Potosí,24004,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE TAMAZUNCHALE (ITST),"CARR. SAN MARTÍN CHALCHICUAUTLA KM 6.5 S/N, C.P. 79960, TAMAZUNCHALE, S.L.P.",,SÍ,10 Mb,Sí,No,ALÁMBRICA,Sí,Sí,68 Mbps,7.7 Mbps,184 ms,75 ms
San Luis Potosí,24005,110,5,20,29,14,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORDINACIÓN ACADÉMICA REGIÓN ALTIPLANO (UASLP CAMPUS MATEHUALA),"CARR. CEDRAL KM 5+600 S/N, EJIDO LAS TROJES, C.P. 78700, MATEHUALA, S.L.P.",,SÍ,100 Mb,SÍ,NO,AMBAS,SÍ,SÍ,81 Mbps,94 Mbps,10 ms,6 ms
San Luis Potosí,24006,98,3,34,34,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD ACADÉMICA MULTIDISCIPLINARIA ZONA HUASTECA,"ROMUALDO DEL CAMPO No. 501, FRACC. RAFAEL CURIEL, C.P. 79060, CIUDAD VALLES. S.L.P.",,SÍ,60 Mb,SÍ,no,ambas,SÍ,SÍ,49mbps,17mbps,124ms,23ms
San Luis Potosí,24007,120,4,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD ACADÉMICA MULTIDISCIPLINARIA ZONA MEDIA,"CARR. RÍO VERDE-SAN CIRO KM 4 S/N, FRACC. EL CARMEN, C.P. 79615, RIOVERDE, S.L.P.",,SÍ,70 MBPS,Sí,NO,SÍ,Sí,Sí,1 MBPS,51 MBPS,26 MS,15 MS
San Luis Potosí,24008,45,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PREPARATORIA DE MATEHUALA (UASLP),"PASEO ÁNGEL VERAL S/N, COL. SANTA MARTHA, C.P. 78760, MATEHUALA, S.L.P.",,SÍ,30 mb,SÍ,NO,AMBAS,SÍ,SÍ,29 MB,27 MB,106 MS,18 MS
San Luis Potosí,24009,120,3,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE SAN LUIS POTOSÍ (UPSLP),"URBANO VILLALÓN No. 500, COL. LA LADRILLERA, C.P. 78363 SAN LUIS POTOSÍ, S.L.P.",,SÍ,100Mbps,SÍ,NO,ALÁMBRICA,Sí,SÍ,590Kbps,7.0Mbps,390Kbps,35ms
San Luis Potosí,24010,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE SAN LUIS POTOSÍ (UTSLP),"PROL. AV. DE LAS AMÉRICAS No. 100, COL. RANCHO NUEVO, C.P. 78430, SOLEDAD DE GRACIANO SÁNCHEZ, S.L.P.","solo los domingos disponibles, el sabado tendrian que agendar en las fechas",SÍ,100 Mb,SÍ,SÍ,ALÁMBRICA,Sí,SÍ,7.9 Mbps,61 Mbps,7 ms,15 ms
San Luis Potosí,24011,90,3,35,35,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SAN LUIS POTOSÍ (ITSLP),"AV. TECNOLÓGICO S/N, COL. UNIDAD PONCIANO ARRIAGA (UPA), C.P. 78437, SOLEDAD DE GRACIANO SÁNCHEZ, S.L.P.",,SÍ,30 MBPS,SÍ,NO,AMBAS,SÍ,SÍ,4.6 MBPS,30 MBPS,54 MS,51 MS
San Luis Potosí,24014,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 46,"CALLE MANUEL DE LA PEÑA Y PEÑA S/N, FRACC. CECYT, C.P. 79060, CIUDAD VALLES, S.L.P.",,SÍ,20 mb,SÍ,SÍ,SÍ,SÍ,SÍ,1.4 mbps.,15 mbps.,688 ms.,34 ms.
San Luis Potosí,24015,80,2,30,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS No. 125,"AV. SAN CARLOS S/N, FRACC. SAUZALITO, C.P. 78110, SAN LUIS POTOSÍ, S.L.P.",,SÍ,100 Mbps,SÍ,no,ALÁMBRICA,Sí,SÍ,95 Mbps,95 Mbps,24 ms,19 ms
San Luis Potosí,24016,90,2,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 187,"CARR. A SAN MARTIN KM 3 S/N, FRACC. BUENOS AIRES, C.P. 79960, TAMAZUNCHALE, S.L.P.",,SÍ,5Mb,Sí,No,ALÁMBRICA,Sí,Sí,4 Mbps,18 Mbps,74 Mbps,31 ms
San Luis Potosí,24017,37,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE BACHILLERES No. 06,"CALLE BELICE No. 210, COL. EMILIANO ZAPATA, C.P. 79000, CIUDAD VALLES, S.L.P.",,Sí,15 MBSP,Sí,NO,ALÁMBRICA,Sí,Sí,1.6 MBPS,15 MBPS,1.2 S,41 MS
San Luis Potosí,24018,35,2,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COORDINACIÓN ACADÉMICA REGIÓN HUASTECA SUR,"CARR. SAN MARTÍN CHALCHICUAUTLA KM 5 S/N, C.P. 79960, TAMAZUNCHALE, S.L.P.",,SÍ,5 Mb,Sí,No,ALÁMBRICA,Sí,Sí,0.97 Mbps,36.40 Mbps,,
San Luis Potosí,24019,98,2,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 121,"CONSTITUCIÓN DE 1857 S/N, COL. BENITO JUAREZ, C.P. 78437, SOLEDAD DE GRACIANO SÁNCHEZ, S.L.P.                                                                   ",,SÍ,14MBPS,SÍ,SÍ,ALÁMBRICA,Sí,SÍ,2.5MBPS,10MBPS,101MS,32MS
Sinaloa,25001,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 01 PROFR. MARCIAL ORDOÑEZ,"CALLE RÍO PIAXTLA Y RAFAEL BUELNA S/N, SCALLY, C.P. 81240, AHOME, SIN.",,SÍ,25 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,5 Mbps,25 Mbps,300 ms,12 ms
Sinaloa,25002,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 02 PROFR. BRAULIO PIZARRO CEBALLOS,"CALLE GUILLERMO PRIETO Y CUAUHTÉMOC S/N, COL. CENTRO, C.P. 81200, AHOME, SIN.",,SÍ,30 Mb,SÍ,No,Ambas,SÍ,SÍ,,,,
Sinaloa,25003,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 10 ING. FEDERICO DELGADO PASTOR.  GUASAVE,"AV. MIGUEL ALEMÁN S/N, COL. 18 DE MARZO, C.P. 81000, GUASAVE, SIN.",,SÍ,40 Mb,SÍ,No,Ambas,SÍ,SÍ,,,,
Sinaloa,25004,70,2,40,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 22 PROFR. MIGUEL CRISTO ONTIVEROS.  TIERRA BLANCA-CULIACAN,"AV. OBREGÓN NORTE Y TABACHIN S/N, COL. TIERRA BLANCA, C.P. 80030, CULIACÁN, SIN.",,SÍ,50 Mb,SÍ,No,Ambas,SÍ,SÍ,4.9 Mbps,54 Mbps,701 ms,14 ms
Sinaloa,25005,44,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 25 GRAL. SALVADOR ALVARADO.  CULIACÁN-LA CAMPIÑA,"AV. JACARANDAS Y BLVD. SABIN0S S/N, COL. LA CAMPIÑA, C.P. 80060, CULIACÁN, SIN.",,SÍ,58 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,6.9 Mbps,58 Mbps,123 ms,10 ms
Sinaloa,25006,37,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 26 GRAL. ÁNGEL FLORES.  CULIACÁN-ÁNGEL FLORES,"CALLE ÁNGEL FLORES No. 561 OTE, COL. CENTRO, C.P. 80000, CULIACÁN, SIN.",,SÍ,40 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,8.65 Mbps,29.61 Mbps,58 ms,45 ms
Sinaloa,25007,22,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 27 LIC. RODOLFO MONJARAZ BUELNA. CULIACAN-RAFAEL BUELNA,"CALLE RAFAEL BUELNA No. 256 PTE, COL. CENTRO, C.P. 80000, CULIACÁN SIN.",,SÍ,30 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25008,29,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 36 JOSÉ C. VALADEZ.  EL TOREO,"CALLE SILVERIO PÉREZ S/N, FRACC. EL TOREO, C.P. 82120, MAZATLÁN, SIN.",,SÍ,40 Mb,SÍ,No,Ambas,SÍ,SÍ,37.69 Mbps,5.73 Mbps,,
Sinaloa,25010,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 38 LIC. MARCO A. ARROYO CAMBERO.  MAZATLÁN-BONFIL,"CALLE PUERTO DE VERACRUZ S/N, COL. PARQUE INDUSTRIAL ALFREDO V. BONIFIL, C.P. 82059, MAZATLÁN, SIN.",,SÍ,50 Mb,SÍ,No,Ambas,SÍ,SÍ,5.6 Mbps,58 Mbps,56 ms,11 ms
Sinaloa,25011,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 54 PROFR. JESÚS LLAMAS RAMIREZ.  SEGURO SOCIAL,"CALLE SANTOS DEGOLLADO Y MARCIAL ORDOÑEZ S/N, COL. CENTRO, C.P. 81200, AHOME, SIN.",,SÍ,35 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25012,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 55 LIC. RAÚL CERVANTES AHUMADA.  GUASAVE-EJIDAL,"AV. ADOLFO LÓPEZ MATEOS S/N, EJIDAL C.P. 81020, GUASAVE, SIN.",,SÍ,20 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,9.5 Mbps,27 Mbps,60 ms,44 ms
Sinaloa,25013,50,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 95 LAS MAÑANITAS,"ESQ. TRES REGALOS CON CALLE ANDARIEGOS S/N, FRACC. LAS MAÑANITAS, C.P. 82139, MAZATLÁN, SIN.",,SÍ,30 Mb,SÍ,No,Ambas,SÍ,SÍ,4 Mbps,22 Mbps,133 ms,18 ms
Sinaloa,25015,48,2,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP  (LOS MOCHIS),"CALLE VERACRUZ No. 648 NTE, COL. ESTRELLA, C.P. 81230, AHOME, SIN.",,SÍ,10 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,10 Mbps,10 Mbps,460 ms,1 ms
Sinaloa,25016,75,3,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP I  (CULIACÁN),"BLVD. DE LOS AZAHARES Y CALLE AVE DEL PARAISO S/N, COL. BUGAMBILIAS, C.P. 80148, CULIACÁN, SIN.",,SÍ,11 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,9 Mbpd,9.54 Mbps,65 ms,51 ms
Sinaloa,25017,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP II  (CULIACÁN),"CALZ. AEROPUERTO KM 7 S/N, COL. BACHIGUALATO, C.P. 80140, CULIACÁN, SIN.",,SÍ,10 Mb,SÍ,No,Ambas,SÍ,SÍ,,,,
Sinaloa,25018,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP II  (MAZATLÁN),"CALLE ROOSELVET ESQ. AQUILES SERDÁN No. 519, COL. CENTRO, C.P. 82000, MAZATLÁN, SIN.",,SÍ,100 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,8.4 Mbps,51 Mbps,19 ms,8 ms
Sinaloa,25019,166,3,36,46,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE SINALOA,"CALLE MANUEL J. CLOUTHIER S/N, COL. LIBERTAD, C.P. 80180, CULIACÁN, SIN.",,SÍ,120 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,11 Mbps,11 Mbps,59 ms,31 ms
Sinaloa,25020,34,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL DE ESPECIALIZACIÓN DEL ESTADO DE SINALOA,"CALLE OSA MENOR S/N, COL. CUAUHTÉMOC, C.P. 80027, CULIACÁN, SIN.",,SÍ,21 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,4.1 Mbps,21 Mbps,2 ms,13 ms
Sinaloa,25021,151,5,27,28,28,28,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE LOS MOCHIS,"CALLE JUAN DE DIOS BÁTIZ Y 20 DE NOVIEMBRE S/N, COL. EL PARQUE, C.P. 81259, AHOME, SIN.",,SÍ,120 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25022,72,2,32,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE MAZATLÁN,"CALLE HUANACAXTLE ESQ. ANILLO PERIFÉRICO S/N, FRACC. PRADERA DORADA, C.P. 82139, MAZATLÁN, SIN.",,SÍ,100 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25023,153,4,57,30,30,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE GUASAVE,"CARR. A LA BRECHA S/N, EJIDO BURRIONCITO, GUASAVE, SIN.",,SÍ,150 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25024,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEPYC-SEPDES (SECRETARÍA DE EDUCACIÓN PÚBLICA Y CULTURA),"BLVD. PEDRO INFANTE CRUZ No. 2200, COL. RECURSOS HIDRÁULICOS, C.P. 80105, CULIACÁN, SIN.",,SÍ,100 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25025,106,3,56,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DE OCCIDENTE CAMPUS CULIACÁN,"CARR. A CULIACANCITO KM 1.5 S/N, COL. CUATRO DE MARZO, C.P. 80020, CULIACÁN, SIN.",,SÍ,150 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,6.16 Mbps,10.51 Mbps,112 ms,112 ms
Sinaloa,25026,53,2,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DE OCCIDENTE CAMPUS GUASAVE,"CALLE ROMUALDO RUÍZ PAYAN S/N, COL. VILLA CAMPESTRE, C.P. 81044, GUASAVE, SIN.",,SÍ,120 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25027,125,4,50,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DE OCCIDENTE CAMPUS LOS MOCHIS,"BLVD. MACARIO GAXIOLA Y CARR. INTERNACIONAL S/N, COL. CONRADO ESPINOZA, C.P. 81217, AHOME, SIN.",,SÍ,100 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,5.20 Mbps,5.17 Mbps,244 ms,16 ms
Sinaloa,25028,44,2,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD AUTÓNOMA DE OCCIDENTE CAMPUS MAZATLÁN,"AV. DEL MAR 1200 S/N, COL. FLAMINGOS, C.P. 82149, MAZATLÁN, SIN.",,SÍ,120 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25029,80,4,25,25,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE SINALOA,"CARR. MUNICIPAL LIBRE MAZATLÁN-HIGUERA KM 3 S/N, COL. GENARO ESTRADA, C.P. 82199, MAZATLÁN, SIN.",,SÍ,150 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,,,,
Sinaloa,25031,44,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS 107,"AV. JOSÉ C. VALADEZ Y CALLE TIERRA S/N, COL. INFONAVIT HUMAYA, C.P. 80020, CULIACÁN, SIN.",,SÍ,40 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25032,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS 51,"COSTADO NORTE DE LA UNIDAD DEPORTIVA BENITO JUÁREZ S/N, FRACC. VILLA GALAXIA, MAZATLÁN, SIN.",,SÍ,35 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25033,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETMAR 08,"CALLE CORSARIO I No. 204, COL. URIAS, C.P. 82099, MAZATLÁN, SIN.",,SÍ,6 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,0.22 Mbps,6.21 Mbps,303 ms,70ms
Sinaloa,25036,20,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO CULTURAL DEL BACHILLER DE PETATLAN GUASAVE,"CALLE VICENTE GUERRERO Y TEÓFILO NORIS S/N, COL. CENTRO, GUASAVE, SIN.",,SÍ,30 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25038,35,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 21 DR. GENARO SALAZAR CUELLAR. GUAMUCHIL,"CALLE MATAMOROS S/N NTE., AMPL. LOMAS DEL VALLE, SAN SALVADOR, C.P. 81448, SALVADOR ALVARADO, SIN.",,SÍ,"TELMEX 10 Mb, MEGARED 20 MB",SÍ,No,Ambas,SÍ,SÍ,"TELMEX O.51 Mbps, MEGARED 4.39 Mbps","TELMEX 9.93 Mbps, MEGARED 19.00 Mbps",,
Sinaloa,25039,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE OCCIDENTE CAMPUS GUAMUCHIL,"BLVD. LAZARO CARDENAS Y JOSÉ MARÍA VIGIL S/N, INFONAVIT CHUTAMONAS, COL. MAGISTERIO, C.P. 81470, SALVADOR ALVARADO, SIN.",,SÍ,100 Mb,SÍ,SÍ,Ambas,SÍ,SÍ,96.52 Mbps,96.67 Mbps,8 ms,23 ms
Sinaloa,25040,29,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COBAES No. 35 IGNACIO RAMÍREZ. MAZATLÁN URIAS,"AV. ARBOLEDAS Y OLMOS S/N, COL. RINCÓN DE URIAS, C.P. 82070, MAZATLÁN, SIN.",,SÍ,40 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,,,,
Sinaloa,25041,56,2,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS 224,"AV. ALBERT EINSTEIN S/N, BENITO JUÁREZ, COL. 5 DE MAYO, C.P. 8230, CULIACÁN, SIN.",,SÍ,35 Mb,SÍ,No,ALÁMBRICA,SÍ,SÍ,16 Mbps,48 Mbps,2 ms,1 ms
Sonora,26001,219,8,24,28,30,22,39,24,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE HERMOSILLO,"AV. TECNOLÓGICO Y PERIFÉRICO PONIENTE S/N, COL. SAHUARO, C.P. 83170, HERMOSILLO, SON.",,SÍ,100 MB,SÍ,,AMBAS,SÍ,SÍ,92 MBPS,73 MBPS,19 MS,16 MS
Sonora,26002,69,3,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE HUATABAMPO,"AV. TECNOLÓGICO S/N, C.P. 85900, HUATABAMPO, SON.",,,,,,,,,,,,
Sonora,26003,257,10,16,15,28,28,38,42,22,28,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE CAJEME,"CARR. INTERNACIONAL A NOGALES KM 2 S/N, COL. AMANECER 2, CD. OBREGÓN, C.P. 85024, CAJEME, SON.",,SÍ,50 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,18 MBPS,35 MBPS,302 MS,15 MS
Sonora,26004,116,6,20,18,20,24,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE CANANEA,"CARR. CANANEA-AGUA PRIETA KM 82.5 S/N, C.P. 84620, CANANEA, SON.",,SÍ,30 MB,SÍ,SÍ,SÍ,SÍ,SÍ,24 MBPS,"4,7 MBPS",45 MS,6 MS
Sonora,26005,84,2,32,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE LA SIERRA,"CARR. MOCTEZUMA-CUMPAS KM 2.5 S/N, C.P. 84560, MOCTEZUMA, SON.",,SÍ,60 MB,SÍ,SON,AMBAS,SÍ,SÍ,53 MBPS,52 MBPS,"1,1 MS",9 MS
Sonora,26006,152,4,40,32,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE SONORA CAMPUS CABORCA,"AV. UNIVERSIDAD E IRIGOYEN ORTIZ S/N, COL. CENTRO, C.P. 83600, CABORCA, SON.",,SÍ,100 MB,SÍ,,,SÍ,SÍ,"34,3 MBPS","71,3 MBPS",90 MS,"82,3 MS"
Sonora,26007,366,12,40,40,36,30,35,35,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA SAN LUIS RÍO COLORADO,"CARR. SONOYTA KM 6.5 S/N, PARQUE INDUSTRIAL, C.P. 83500, SAN LUIS RÍO COLORADO, SON.",,SÍ,90 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,80 MBPS,90 MBPS,3 MS,1 MS
Sonora,26008,669,19,50,50,35,35,35,35,35,35,35,35,35,35,35,35,20,35,34,40,20,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA HERMOSILLO,"AV. LEY FEDERAL DEL TRABAJO S/N, COL. APOLO, C.P. 83100, HERMOSILLO, SON.",,SÍ,200 MB SIMETRICOS,SÍ,,SÍ,SÍ,SÍ,"154,10 MBPS","120,37 MBPS",188 MS,188 MS
Sonora,26009,100,4,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE NOGALES,"AV. UNIVERSIDAD No. 271, COL. UNIVERSITARIA, C.P. 84097, NOGALES, SON.",,SÍ,100 MB,SÍ,NO,AMBAS,SÍ,SÍ,32 MBPS,94 MBPS,262 MS,11 MS
Sonora,26010,316,13,20,28,28,22,22,30,23,25,28,20,20,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DEL SUR DE SONORA,"DR. NORMAN E. BORLAUG KM 14 S/N, VALLE DE YAQUI, C.P. 85095, CAJEME, SON.",,SÍ,60 MB,SÍ,NO,AMBAS,SÍ,SÍ,60 MBPS,60 MBPS,734 MS,7 MS
Sonora,26011,263,9,39,39,30,30,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DE SONORA UNIDAD ACADÉMICA NAVOJOA,"BLVD. MANLIO FABIO BELTRONES No. 810, COL. BUGAMBILIAS, C.P. 85875, NAVOJOA, SON.",,SÍ,200 MB,SÍ,SÍ,SÍ,SÍ,SÍ,91 MBPS,180 MBPS,24 MS,4 MS
Sonora,26012,80,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DE SONORA CAMPUS HERMOSILLO,"BLVD. LUIS ENCINAS Y ROSALES (LAB. CENTRAL DE INFORMÁTICA PLANTA ALTA EDIF. 12F, CALLE DE LA SABIDURÍA ENTRE AV. SONORA Y UNIVERSIDAD) S/N, COL. CENTRO, HERMOSILLO, SON.",,,,,,,,,,,,
Sonora,26024,436,7,206,44,44,44,44,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SONORA CAMPUS OBREGON NAINARI,"AV. ANTONIO CASO No. 2266, COL. VILLA ITSON, C.P. 85130, CAJEME, SON.",,,,,,,,,,,,
Sonora,26025,170,2,140,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SONORA CAMPUS GUAYMAS,"CARR. INTERNACIONAL KM 3 FRENTE AL AEROPUERTO S/N, C.P. 85400, GUAYMAS, SON.",,SÍ,1000 MB,SÍ,NO,AMBAS,SÍ,SÍ,88 MBPS,78 MBPS,101 MS,22 MS
Sonora,26026,268,4,160,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE SONORA CAMPUS NAVOJOA SUR,"RAMÓN CORONA ESQ. CON AGUASCALIENTES S/N, COL. ITSON, C.P. 85860, NAVOJOA, SON.",,SÍ,1200 MB,SÍ,NO,AMBAS,SÍ,SÍ,77 MBPS,220 MBPS,0,44 MS
